"","educ","yob","qob","pob","wklywge"
"2124",10,38,3,18,139.027812076879
"2125",17,39,4,18,745.195798032164
"2126",12,32,2,33,340.480889773044
"2127",12,30,4,1,307.788543464825
"2128",7,32,1,13,200.096149794946
"2129",14,36,2,37,96.2500025825903
"2130",17,38,3,36,565.874883567766
"2131",20,39,1,36,48.1730627150303
"2132",12,33,4,39,480.86520896896
"2133",12,34,2,39,450.096048004821
"2134",12,37,4,47,269.326931395683
"2135",12,33,3,36,208.43745078584
"2136",15,37,1,48,567.40367541647
"2137",12,30,2,6,288.557680969383
"2138",16,32,1,17,536.634376774859
"2139",12,38,1,23,125.124970265876
"2140",13,33,1,37,173.173156750926
"2141",11,37,3,36,265.408195174767
"2142",12,31,3,29,577.019464553128
"2143",18,33,2,39,605.865491372069
"2144",12,30,2,36,384.711614361321
"2145",12,30,2,47,375.124886051848
"2146",12,39,3,13,240.100119275177
"2147",12,32,1,23,769.326917920281
"2148",12,30,4,9,452.019355130223
"2149",13,34,4,31,375.096002547651
"2150",17,30,4,39,577.019464553128
"2151",16,33,1,54,438.750098815253
"2152",18,34,3,27,420.100093188551
"2153",16,32,3,8,807.88441698272
"2154",12,35,4,1,473.365586453281
"2155",9,31,4,29,510.122044484102
"2156",8,39,4,26,307.788543464825
"2157",16,35,2,25,606.057581177459
"2158",12,39,3,17,534.51938641797
"2159",11,39,2,19,319.326790483018
"2160",12,39,2,6,230.865433080054
"2161",12,38,3,54,327.01923768246
"2162",12,35,4,42,196.249930004993
"2163",15,31,2,25,336.634576736493
"2164",12,32,3,20,288.557680969383
"2165",13,37,1,48,307.788543464825
"2166",14,32,4,29,327.01923768246
"2167",12,37,3,48,250.096038976685
"2168",16,39,2,6,389.134483573638
"2169",12,33,1,42,197.980788854533
"2170",11,37,4,47,577.019464553128
"2171",12,38,2,19,430.288537027575
"2172",16,35,4,28,368.750034052578
"2173",9,38,3,28,252.499937199366
"2174",14,31,3,17,384.711614361321
"2175",12,32,2,28,253.942280736383
"2176",9,31,2,51,442.403782444095
"2177",11,37,1,40,173.173156750926
"2178",17,31,4,42,565.288375470514
"2179",12,30,4,39,429.904030975287
"2180",12,34,4,37,250.096038976685
"2181",11,30,1,37,423.172966617204
"2182",14,34,4,17,327.01923768246
"2183",13,37,1,17,323.17306994972
"2184",18,39,4,19,480.86520896896
"2185",12,37,1,1,354.903882750584
"2186",12,34,1,10,415.48063221163
"2187",16,33,4,28,384.711614361321
"2188",3,32,1,22,500.095959996047
"2189",20,39,4,42,1442.30816259091
"2190",12,36,2,39,412.019220516316
"2191",17,35,1,24,403.94228142715
"2192",12,34,3,22,526.057751270084
"2193",18,36,4,48,384.711614361321
"2194",10,30,2,26,660.096475937019
"2195",17,31,4,42,615.480953262824
"2196",16,33,2,25,648.749718131097
"2197",12,37,4,20,384.711614361321
"2198",11,39,2,13,166.851801122538
"2199",12,35,1,29,384.711614361321
"2200",7,30,2,34,34.7115331789442
"2201",11,39,2,19,175.124999184413
"2202",12,30,2,46,653.942220699472
"2203",12,32,3,42,535.000135410654
"2204",12,38,4,39,282.788424095386
"2205",14,32,3,40,408.365252237256
"2206",12,30,1,48,478.942237323256
"2207",12,37,3,22,1555.69395752814
"2208",12,35,4,21,288.557680969383
"2209",11,39,3,42,211.634557104866
"2210",12,38,4,24,313.124852255408
"2211",18,37,2,26,500.095959996047
"2212",20,34,2,36,567.40367541647
"2213",16,35,2,11,869.326696539015
"2214",16,39,1,1,711.634900714472
"2215",16,34,3,17,442.403782444095
"2216",12,39,4,42,278.94231383627
"2217",16,38,3,48,500.095959996047
"2218",16,38,4,23,873.749743512455
"2219",16,31,3,47,512.01913633738
"2220",11,34,2,27,384.711614361321
"2221",12,33,3,42,545.096040369696
"2222",14,35,3,42,240.499978464232
"2223",12,31,4,6,461.634752774662
"2224",12,33,3,6,192.403936884517
"2225",12,32,1,42,384.711614361321
"2226",12,30,2,42,961.635037706562
"2227",10,35,4,36,230.865433080054
"2228",8,36,2,39,325.900134973626
"2229",19,35,1,1,326.195534291597
"2230",12,38,1,27,320.480682008603
"2231",12,38,4,10,159.711489994529
"2232",12,31,1,36,442.403782444095
"2233",12,37,4,54,472.980896629097
"2234",12,30,1,17,446.914812326149
"2235",18,34,3,34,403.94228142715
"2236",8,37,3,42,315.865345204426
"2237",11,37,4,51,442.403782444095
"2238",12,35,3,17,501.250010716335
"2239",11,34,3,55,282.788424095386
"2240",16,32,3,40,623.172894781834
"2241",12,32,4,50,640.480707574345
"2242",14,31,2,29,627.099988995038
"2243",13,38,4,20,375.208173021063
"2244",12,32,1,48,326.057582759398
"2245",16,30,3,42,115.480767390854
"2246",12,37,4,1,192.403936884517
"2247",17,35,3,19,615.480953262824
"2248",14,30,3,22,375.124886051848
"2249",12,39,3,20,346.249980090089
"2250",12,30,3,6,780.135014330588
"2251",10,30,3,25,365.480892455584
"2252",10,32,2,21,230.865433080054
"2253",12,37,2,20,367.788483564096
"2254",12,37,3,20,365.480892455584
"2255",14,35,3,36,327.01923768246
"2256",12,34,2,55,376.25006920627
"2257",16,36,2,25,423.172966617204
"2258",11,38,2,26,403.94228142715
"2259",16,36,3,36,480.86520896896
"2260",12,38,2,53,340.100104746344
"2261",6,36,3,13,362.899885969934
"2262",12,39,1,17,452.596047371194
"2263",8,35,2,48,288.557680969383
"2264",19,36,4,55,567.40367541647
"2265",16,38,1,25,351.249922497414
"2266",12,30,2,18,327.01923768246
"2267",12,37,1,13,52.2826198814774
"2268",13,38,3,39,442.403782444095
"2269",8,34,2,53,294.326883990874
"2270",11,38,3,1,336.634576736493
"2271",14,36,3,6,442.403782444095
"2272",16,32,2,42,308.023167715431
"2273",9,30,3,48,663.557824041641
"2274",12,33,1,34,255.000115984628
"2275",12,37,3,6,577.019464553128
"2276",12,35,3,29,307.788543464825
"2277",12,31,2,24,338.87489568791
"2278",8,33,2,40,645.937661564435
"2279",10,35,4,54,282.71745310817
"2280",10,32,3,36,577.019464553128
"2281",12,31,2,29,403.94228142715
"2282",15,38,2,41,884.711851087656
"2283",20,33,1,6,559.053961110606
"2284",12,35,3,55,653.942220699472
"2285",8,38,2,37,173.173156750926
"2286",12,31,3,20,346.249980090089
"2287",18,36,1,53,452.980917558117
"2288",17,35,3,36,1153.94178555186
"2289",14,37,3,42,288.557680969383
"2290",12,38,4,39,446.634684568049
"2291",12,35,2,17,480.86520896896
"2292",20,32,2,39,634.711776134749
"2293",16,34,4,42,634.711776134749
"2294",18,38,3,37,634.711776134749
"2295",20,35,4,40,1442.30816259091
"2296",12,30,3,36,330.865517077317
"2297",14,38,2,51,157.187443366288
"2298",12,33,1,47,221.826822805314
"2299",12,38,2,36,346.249980090089
"2300",11,38,1,51,354.270944385423
"2301",12,36,3,17,288.557680969383
"2302",15,37,3,13,269.423098274957
"2303",12,38,3,42,365.480892455584
"2304",11,39,4,17,274.134537868857
"2305",12,36,4,36,410.672886085749
"2306",11,37,1,25,346.249980090089
"2307",10,35,4,19,382.211454015308
"2308",16,35,3,42,346.249980090089
"2309",7,30,4,26,230.865433080054
"2310",8,30,4,40,333.444355046618
"2311",13,38,2,37,192.403936884517
"2312",12,37,2,26,346.249980090089
"2313",13,36,3,36,327.01923768246
"2314",12,33,2,34,480.86520896896
"2315",16,35,3,48,307.788543464825
"2316",13,35,3,20,188.653877474541
"2317",14,34,2,24,518.172915363903
"2318",12,31,4,20,384.711614361321
"2319",8,33,4,27,378.749864853094
"2320",12,35,3,42,384.711614361321
"2321",16,34,1,29,640.480707574345
"2322",6,36,4,5,294.078870979841
"2323",18,33,3,26,549.327058992981
"2324",16,34,3,42,423.172966617204
"2325",12,33,3,39,423.172966617204
"2326",10,35,3,42,211.634557104866
"2327",12,30,2,10,403.94228142715
"2328",14,35,4,5,307.788543464825
"2329",12,30,2,5,198.499980124743
"2330",16,38,1,42,384.327095038664
"2331",16,32,3,40,585.795644948398
"2332",12,34,2,23,192.403936884517
"2333",12,31,1,31,423.172966617204
"2334",16,39,4,19,250.104042177983
"2335",19,35,3,26,730.865172358431
"2336",17,31,4,16,480.86520896896
"2337",12,39,1,28,384.711614361321
"2338",8,33,2,26,269.711535276388
"2339",12,30,4,42,288.557680969383
"2340",18,38,4,49,346.249980090089
"2341",16,39,2,36,240.480739235535
"2342",9,36,3,21,344.519261377138
"2343",8,38,3,54,211.634557104866
"2344",10,31,4,42,288.557680969383
"2345",11,37,4,36,333.431350970352
"2346",12,36,4,17,480.86520896896
"2347",14,37,1,36,250.096038976685
"2348",11,35,1,13,57.7884541191239
"2349",12,34,1,28,348.625053706503
"2350",17,38,2,53,384.711614361321
"2351",12,39,4,37,298.173043243499
"2352",9,31,1,22,156.406283009606
"2353",16,38,3,21,403.94228142715
"2354",10,30,1,45,188.557688527296
"2355",10,30,4,40,211.634557104866
"2356",12,32,2,42,384.711614361321
"2357",12,36,3,36,461.634752774662
"2358",20,30,4,27,1442.30816259091
"2359",12,37,4,42,1416.16670946962
"2360",12,30,2,6,391.057653295819
"2361",16,36,4,22,269.326931395683
"2362",8,30,3,46,451.666465835074
"2363",20,39,4,1,456.630258014432
"2364",12,39,3,39,333.431350970352
"2365",12,33,3,17,269.326931395683
"2366",12,30,1,42,495.480996071382
"2367",12,33,3,27,500.095959996047
"2368",13,31,2,19,500.095959996047
"2369",12,31,4,21,160.096218482233
"2370",12,39,3,28,166.87499513484
"2371",8,31,4,27,125.096194832017
"2372",11,39,3,54,396.764537421792
"2373",12,39,2,26,423.172966617204
"2374",12,34,1,6,538.557893694644
"2375",10,33,1,1,577.019464553128
"2376",14,39,4,42,365.480892455584
"2377",13,35,4,48,630.288719924971
"2378",12,38,3,21,528.942113714319
"2379",12,38,3,48,115.480767390854
"2380",10,34,1,54,340.531965737111
"2381",13,31,2,36,635.48087769265
"2382",12,34,1,39,115.833289741003
"2383",12,38,4,20,423.172966617204
"2384",12,32,1,36,442.403782444095
"2385",12,38,1,34,429.134761941861
"2386",8,39,3,6,290.483855535813
"2387",18,36,2,44,500.138970098014
"2388",12,37,1,26,379.326761054045
"2389",15,35,3,13,294.326883990874
"2390",12,34,2,34,634.32662299244
"2391",14,35,2,36,307.788543464825
"2392",12,35,3,16,211.634557104866
"2393",12,34,3,36,307.788543464825
"2394",12,38,3,26,515.096365172825
"2395",7,34,1,22,480.86520896896
"2396",12,30,1,45,230.865433080054
"2397",11,38,2,17,307.788543464825
"2398",12,37,1,31,396.249871142893
"2399",12,35,1,42,269.326931395683
"2400",15,33,3,5,277.980787057949
"2401",12,38,3,36,480.86520896896
"2402",14,35,3,36,480.86520896896
"2403",13,39,4,48,308.541698645792
"2404",8,31,4,27,500.095959996047
"2405",12,34,2,36,250.096038976685
"2406",12,34,4,48,384.711614361321
"2407",17,33,3,55,600.125019893481
"2408",11,38,3,51,384.711614361321
"2409",8,31,2,1,288.557680969383
"2410",19,33,1,36,307.788543464825
"2411",14,39,2,39,288.557680969383
"2412",15,30,4,6,384.711614361321
"2413",12,39,1,19,240.100119275177
"2414",7,30,1,28,303.699887007919
"2415",12,39,2,37,568.365103458147
"2416",9,32,4,42,511.442415813785
"2417",16,32,3,40,423.172966617204
"2418",19,36,2,17,737.788353798971
"2419",12,38,1,36,442.403782444095
"2420",16,34,1,37,413.557681292001
"2421",16,35,1,36,538.557893694644
"2422",12,31,3,26,519.327133692303
"2423",13,35,3,36,534.51938641797
"2424",12,30,3,39,307.788543464825
"2425",16,35,3,6,554.903930186471
"2426",10,36,3,29,403.94228142715
"2427",20,36,2,34,865.480634986267
"2428",13,35,4,39,429.375144709441
"2429",20,38,2,24,682.788398698188
"2430",12,37,2,34,230.865433080054
"2431",13,36,4,23,173.173156750926
"2432",8,36,2,39,192.403936884517
"2433",12,39,2,42,303.181913516945
"2434",12,34,1,45,240.480739235535
"2435",12,34,4,1,269.326931395683
"2436",12,38,4,49,307.788543464825
"2437",14,37,4,17,1442.30816259091
"2438",14,35,3,29,338.173135654731
"2439",13,37,3,27,399.711485257814
"2440",12,35,1,26,748.365129563479
"2441",14,39,4,6,1068.55762067338
"2442",13,30,1,13,769.326917920281
"2443",4,33,4,34,480.833472912469
"2444",12,36,2,45,260.099955144561
"2445",8,30,2,29,327.01923768246
"2446",19,39,4,24,644.32676726204
"2447",19,30,3,17,53.9423023317712
"2448",12,35,1,39,460.865387835772
"2449",13,34,2,47,500.09996077973
"2450",12,38,2,27,384.711614361321
"2451",12,31,4,36,645.937661564435
"2452",10,33,3,40,403.94228142715
"2453",12,33,4,22,300.096173015261
"2454",10,30,1,26,481.442112138851
"2455",12,34,3,37,260.099955144561
"2456",20,33,1,39,448.020952368029
"2457",16,34,1,48,260.099955144561
"2458",6,38,4,48,237.596058845422
"2459",16,35,2,25,914.326748081974
"2460",8,34,1,40,500.095959996047
"2461",12,37,4,51,629.500092231576
"2462",8,30,1,17,442.403782444095
"2463",18,37,2,34,287.941115741383
"2464",13,31,4,20,461.634752774662
"2465",12,38,3,18,288.557680969383
"2466",9,34,3,12,250.312465641438
"2467",17,37,2,40,489.903777807611
"2468",9,33,3,37,208.100055479553
"2469",14,38,3,42,1.4423076995843
"2470",16,32,4,45,192.403936884517
"2471",14,38,3,42,187.596241176727
"2472",16,30,4,48,769.326917920281
"2473",13,39,3,48,376.057854535937
"2474",12,36,2,36,28.9422944193236
"2475",12,30,4,51,230.865433080054
"2476",12,32,2,27,692.499835142435
"2477",10,31,2,37,115.480767390854
"2478",12,31,2,27,384.711614361321
"2479",12,32,3,36,359.078849190486
"2480",12,36,4,26,1442.30816259091
"2481",11,32,2,55,423.172966617204
"2482",12,30,3,56,355.865553210626
"2483",9,36,3,37,269.326931395683
"2484",15,38,2,26,384.711614361321
"2485",11,32,1,55,419.134554152797
"2486",12,38,3,22,400.100193703185
"2487",16,32,3,39,353.039165075053
"2488",12,38,2,20,266.77777273967
"2489",8,32,2,42,288.557680969383
"2490",11,38,4,13,242.019185030507
"2491",3,33,1,45,153.942322032129
"2492",13,31,1,20,503.172976175318
"2493",12,31,1,42,288.557680969383
"2494",16,39,1,17,71.250012885652
"2495",12,35,2,34,480.099800500779
"2496",8,35,3,42,217.01923713436
"2497",13,36,3,34,288.557680969383
"2498",17,37,1,6,596.249974836729
"2499",12,30,1,55,194.874936202234
"2500",12,34,1,16,384.711614361321
"2501",14,32,3,48,423.172966617204
"2502",15,30,1,39,100.277766459344
"2503",16,39,1,36,424.021855544915
"2504",13,38,1,40,327.788308792163
"2505",16,33,2,36,573.173234504082
"2506",13,36,4,27,507.980976986316
"2507",15,35,3,37,615.480953262824
"2508",16,37,4,6,373.172955559159
"2509",17,35,2,17,423.172966617204
"2510",12,31,3,27,577.019464553128
"2511",12,30,4,42,478.369764814218
"2512",9,32,1,1,479.270904417984
"2513",20,33,1,53,346.249980090089
"2514",16,30,3,55,311.634491667499
"2515",11,34,1,29,435.196215716691
"2516",12,33,3,29,390.099954548433
"2517",20,35,1,27,520.099947584831
"2518",12,35,4,18,405.288435483023
"2519",12,30,4,54,553.298146501186
"2520",20,36,3,11,923.173323825475
"2521",10,34,3,55,480.86520896896
"2522",13,39,3,39,500.095959996047
"2523",18,39,1,19,500.118964939316
"2524",10,32,1,28,172.100051076277
"2525",11,32,1,44,372.899892908813
"2526",19,30,3,36,447.595982164487
"2527",10,38,3,37,269.326931395683
"2528",10,33,4,36,461.634752774662
"2529",15,33,3,29,327.01923768246
"2530",16,33,3,6,1442.30816259091
"2531",11,37,2,36,369.326841013015
"2532",6,33,3,28,221.057754509831
"2533",8,38,3,50,417.500190258588
"2534",11,37,3,36,460.728991868571
"2535",10,35,3,18,250.096038976685
"2536",7,39,3,37,230.865433080054
"2537",14,39,1,8,221.24993718978
"2538",6,31,1,48,28.9422944193236
"2539",16,35,4,36,327.01923768246
"2540",11,38,2,28,240.100119275177
"2541",17,36,3,54,540.675887270705
"2542",16,35,3,21,423.172966617204
"2543",9,37,4,1,361.734674600818
"2544",16,38,3,39,461.634752774662
"2545",12,31,2,51,211.82702037858
"2546",12,35,1,27,1442.30816259091
"2547",12,37,4,19,425.288601151756
"2548",13,36,2,42,319.134613606191
"2549",7,30,1,27,69.3269001201744
"2550",10,38,4,55,307.788543464825
"2551",7,31,1,21,80.2000389072374
"2552",12,31,1,21,161.976781356418
"2553",11,39,3,48,273.173192828564
"2554",12,39,4,51,373.229308930021
"2555",19,36,4,34,1442.30816259091
"2556",12,30,1,42,336.634576736493
"2557",12,33,1,51,423.172966617204
"2558",12,35,3,13,395.096089549759
"2559",14,39,4,40,434.711677070518
"2560",14,34,1,8,442.403782444095
"2561",16,37,3,25,673.172761319504
"2562",12,33,1,39,405.540603305956
"2563",12,37,4,28,200.250082913836
"2564",17,31,3,39,192.403936884517
"2565",7,33,4,42,309.327009350782
"2566",12,39,1,36,554.134811942106
"2567",12,33,2,21,425.63833210163
"2568",12,33,3,20,550.12526123723
"2569",17,32,3,21,557.083422607035
"2570",18,37,4,37,596.826827425672
"2571",12,36,2,42,230.865433080054
"2572",19,35,2,36,577.019464553128
"2573",12,33,3,27,673.172761319504
"2574",12,31,3,33,368.942202875951
"2575",12,38,3,29,288.557680969383
"2576",16,34,3,27,577.019464553128
"2577",15,31,4,8,321.511720921277
"2578",16,35,4,29,750.095851226683
"2579",14,33,3,13,106.818165391695
"2580",15,33,1,6,192.403936884517
"2581",12,35,4,26,634.711776134749
"2582",9,32,1,39,283.365334575792
"2583",14,35,1,48,228.69037169741
"2584",12,36,3,55,634.711776134749
"2585",12,38,2,55,340.483954114841
"2586",16,35,1,26,1442.30816259091
"2587",17,30,3,26,385.865552806583
"2588",12,30,4,42,211.634557104866
"2589",16,36,4,25,463.557762648732
"2590",12,34,3,18,211.634557104866
"2591",8,38,2,31,357.321522603208
"2592",10,32,4,28,225.288544363421
"2593",12,39,2,24,384.711614361321
"2594",18,37,2,26,403.94228142715
"2595",15,31,4,37,403.94228142715
"2596",8,33,3,47,239.903797684088
"2597",12,35,4,12,173.173156750926
"2598",12,38,4,28,307.788543464825
"2599",12,38,4,25,278.94231383627
"2600",7,34,3,51,192.403936884517
"2601",12,38,4,19,461.634752774662
"2602",20,31,2,17,673.172761319504
"2603",11,38,2,10,402.019260836557
"2604",18,30,4,8,769.326917920281
"2605",9,37,1,27,131.931783851352
"2606",12,33,4,37,134.711573460991
"2607",13,32,1,45,173.173156750926
"2608",14,34,4,11,317.403869735091
"2609",14,38,3,42,288.557680969383
"2610",12,37,3,42,464.687436498379
"2611",12,38,3,30,230.865433080054
"2612",8,32,3,5,25.2499960680357
"2613",12,35,4,26,343.942330698028
"2614",12,38,4,36,689.327165923018
"2615",7,34,3,13,192.403936884517
"2616",8,31,4,29,67.4038407017338
"2617",10,37,3,27,325.54346963574
"2618",12,38,2,48,442.403782444095
"2619",13,39,3,47,253.942280736383
"2620",12,39,3,8,416.805630822994
"2621",12,39,4,45,300.166703902974
"2622",10,32,4,40,282.788424095386
"2623",14,36,3,12,371.250115044115
"2624",16,36,1,42,375.096002547651
"2625",12,37,2,5,409.519286555629
"2626",12,38,4,11,448.172857217298
"2627",12,35,4,26,327.01923768246
"2628",13,30,1,17,615.480953262824
"2629",10,32,3,17,423.172966617204
"2630",9,34,3,1,98.13724910941
"2631",16,31,3,42,432.788432478619
"2632",12,31,4,51,384.711614361321
"2633",12,30,4,1,538.589669547751
"2634",9,37,1,17,454.659142115949
"2635",12,39,1,6,454.90381454539
"2636",12,39,3,37,23.1730739721404
"2637",13,38,2,56,468.365512170398
"2638",12,32,3,39,586.057554134032
"2639",13,31,3,26,530.305894771685
"2640",14,39,2,48,373.365562492543
"2641",10,38,1,53,346.249980090089
"2642",12,31,1,54,461.634752774662
"2643",16,38,2,41,615.480953262824
"2644",12,37,4,51,550.12526123723
"2645",16,37,2,37,615.480953262824
"2646",20,34,2,42,505.232641785829
"2647",12,33,4,9,371.354079630691
"2648",12,30,4,27,250.096038976685
"2649",8,39,1,21,408.265215005519
"2650",16,34,4,39,447.282774612404
"2651",9,34,1,17,273.854241632587
"2652",16,35,3,26,462.980992348247
"2653",13,34,3,55,336.634576736493
"2654",16,32,2,21,384.711614361321
"2655",16,39,4,48,711.634900714472
"2656",10,36,1,13,227.386451612262
"2657",9,39,4,37,269.326931395683
"2658",20,36,2,36,1153.94178555186
"2659",9,35,4,36,208.100055479553
"2660",12,35,2,36,405.095969190532
"2661",10,30,4,26,479.900120520086
"2662",12,30,3,48,357.321522603208
"2663",4,32,3,9,402.980832991301
"2664",12,30,4,39,397.019342038347
"2665",12,38,4,8,236.634557588102
"2666",12,38,1,13,461.634752774662
"2667",16,31,3,36,307.788543464825
"2668",12,39,1,25,433.749856315535
"2669",17,30,3,36,790.8750573645
"2670",14,38,3,46,403.94228142715
"2671",12,35,4,48,284.711674566708
"2672",18,36,3,48,548.173038066238
"2673",12,38,3,55,428.673261269899
"2674",12,35,1,54,280.10008899729
"2675",14,35,4,51,673.172761319504
"2676",10,36,1,37,154.756049053585
"2677",12,31,1,42,297.211498045293
"2678",12,33,2,36,288.557680969383
"2679",9,37,3,51,307.788543464825
"2680",14,36,4,11,419.326981071753
"2681",20,34,3,40,560.657947322279
"2682",12,33,2,24,364.134753116933
"2683",10,35,1,13,208.749924071175
"2684",20,34,3,38,654.687485236432
"2685",12,33,2,16,312.604245765979
"2686",12,35,2,39,458.557640880038
"2687",19,39,4,6,230.865433080054
"2688",14,39,4,6,333.472365548866
"2689",14,38,1,36,442.403782444095
